192	131	109	0.44006692	0.30026128	0.24983957
元	1	0	1	0.00016118	0.00000189	0.00231928
沉甸甸	1	0	0	0.00016118	0.00000189	0.00002296
承认	1	3	0	0.00016118	0.00056959	0.00002296
本地	0	1	0	0.00000160	0.00019113	0.00002296
上映	0	1	0	0.00000160	0.00019113	0.00002296
应该	0	1	0	0.00000160	0.00019113	0.00002296
兼	0	1	1	0.00000160	0.00019113	0.00231928
前不久	1	0	0	0.00016118	0.00000189	0.00002296
三包	0	1	0	0.00000160	0.00019113	0.00002296
党中央	1	0	0	0.00016118	0.00000189	0.00002296
Ada	1	0	0	0.00016118	0.00000189	0.00002296
其	7	10	0	0.00111865	0.00189423	0.00002296
具	4	0	0	0.00063991	0.00000189	0.00002296
全	3	0	0	0.00048033	0.00000189	0.00002296
八	0	1	0	0.00000160	0.00019113	0.00002296
六	1	0	0	0.00016118	0.00000189	0.00002296
十六大	1	0	0	0.00016118	0.00000189	0.00002296
特指	0	0	1	0.00000160	0.00000189	0.00231928
产业化	1	0	0	0.00016118	0.00000189	0.00002296
长期	0	1	0	0.00000160	0.00019113	0.00002296
图谋	0	1	0	0.00000160	0.00019113	0.00002296
是否	0	5	0	0.00000160	0.00094806	0.00002296
体现	2	1	0	0.00032075	0.00019113	0.00002296
扩张	0	1	0	0.00000160	0.00019113	0.00002296
陈凯歌	1	0	0	0.00016118	0.00000189	0.00002296
一分	0	1	0	0.00000160	0.00019113	0.00002296
帮派	0	1	0	0.00000160	0.00019113	0.00002296
早已	1	1	0	0.00016118	0.00019113	0.00002296
整合	1	0	0	0.00016118	0.00000189	0.00002296
影片	2	1	0	0.00032075	0.00019113	0.00002296
运算	0	1	0	0.00000160	0.00019113	0.00002296
５８００	0	0	1	0.00000160	0.00000189	0.00231928
类	1	1	0	0.00016118	0.00019113	0.00002296
图像	1	0	0	0.00016118	0.00000189	0.00002296
OICQ	0	1	0	0.00000160	0.00019113	0.00002296
频繁	0	1	0	0.00000160	0.00019113	0.00002296
意见	2	2	0	0.00032075	0.00038036	0.00002296
错误	0	2	0	0.00000160	0.00038036	0.00002296
心思	0	1	0	0.00000160	0.00019113	0.00002296
太平洋	1	0	0	0.00016118	0.00000189	0.00002296
小康	1	0	0	0.00016118	0.00000189	0.00002296
中文版	1	0	0	0.00016118	0.00000189	0.00002296
这样	5	5	0	0.00079949	0.00094806	0.00002296
更加	1	0	0	0.00016118	0.00000189	0.00002296
2002年	2	0	0	0.00032075	0.00000189	0.00002296
地板	0	1	0	0.00000160	0.00019113	0.00002296
精益求精	1	0	0	0.00016118	0.00000189	0.00002296
出	6	10	0	0.00095907	0.00189423	0.00002296
击	0	1	0	0.00000160	0.00019113	0.00002296
核心技术	3	0	0	0.00048033	0.00000189	0.00002296
盈	1	1	0	0.00016118	0.00019113	0.00002296
早	2	2	0	0.00032075	0.00038036	0.00002296
詹	0	1	0	0.00000160	0.00019113	0.00002296
投资	3	2	0	0.00048033	0.00038036	0.00002296
几	3	2	0	0.00048033	0.00038036	0.00002296
Blogger	0	0	1	0.00000160	0.00000189	0.00231928
盆	0	1	0	0.00000160	0.00019113	0.00002296
相	1	1	0	0.00016118	0.00019113	0.00002296
潇洒	1	0	0	0.00016118	0.00000189	0.00002296
写	2	0	0	0.00032075	0.00000189	0.00002296
升级换代	0	1	0	0.00000160	0.00019113	0.00002296
东北	1	0	0	0.00016118	0.00000189	0.00002296
事件	0	0	1	0.00000160	0.00000189	0.00231928
有效	1	1	0	0.00016118	0.00019113	0.00002296
制冷	0	1	0	0.00000160	0.00019113	0.00002296
不要	0	1	0	0.00000160	0.00019113	0.00002296
11月	1	1	0	0.00016118	0.00019113	0.00002296
统一	2	0	0	0.00032075	0.00000189	0.00002296
册	2	0	0	0.00032075	0.00000189	0.00002296
再	0	6	0	0.00000160	0.00113729	0.00002296
２００１	0	0	1	0.00000160	0.00000189	0.00231928
USB	0	0	1	0.00000160	0.00000189	0.00231928
封锁	0	4	0	0.00000160	0.00075883	0.00002296
值得一提的是	0	0	1	0.00000160	0.00000189	0.00231928
物美价廉	1	0	0	0.00016118	0.00000189	0.00002296
内	7	8	0	0.00111865	0.00151576	0.00002296
世事	0	1	0	0.00000160	0.00019113	0.00002296
统计	0	0	1	0.00000160	0.00000189	0.00231928
交换技术	1	0	0	0.00016118	0.00000189	0.00002296
广播电台	1	0	0	0.00016118	0.00000189	0.00002296
言	0	1	0	0.00000160	0.00019113	0.00002296
冲	1	0	0	0.00016118	0.00000189	0.00002296
下跌	0	1	0	0.00000160	0.00019113	0.00002296
客观	1	0	0	0.00016118	0.00000189	0.00002296
学者	1	0	0	0.00016118	0.00000189	0.00002296
传统电话	0	0	1	0.00000160	0.00000189	0.00231928
冠	1	0	0	0.00016118	0.00000189	0.00002296
生成	0	1	0	0.00000160	0.00019113	0.00002296
皆	1	0	0	0.00016118	0.00000189	0.00002296
引发	1	1	0	0.00016118	0.00019113	0.00002296
极	3	3	0	0.00048033	0.00056959	0.00002296
材质	0	3	0	0.00000160	0.00056959	0.00002296
皱	0	1	0	0.00000160	0.00019113	0.00002296
开发	6	1	0	0.00095907	0.00019113	0.00002296
先	1	0	0	0.00016118	0.00000189	0.00002296
标题	0	1	0	0.00000160	0.00019113	0.00002296
观望	0	1	0	0.00000160	0.00019113	0.00002296
息	0	2	0	0.00000160	0.00038036	0.00002296
24.465	1	0	0	0.00016118	0.00000189	0.00002296
305	0	0	1	0.00000160	0.00000189	0.00231928
13.8	1	1	0	0.00016118	0.00019113	0.00002296
付费	0	2	0	0.00000160	0.00038036	0.00002296
求真务实	1	0	0	0.00016118	0.00000189	0.00002296
人民日报社	1	0	0	0.00016118	0.00000189	0.00002296
徘徊	0	0	1	0.00000160	0.00000189	0.00231928
住宅	1	0	0	0.00016118	0.00000189	0.00002296
认证	1	0	0	0.00016118	0.00000189	0.00002296
股票	4	1	0	0.00063991	0.00019113	0.00002296
来说	4	4	0	0.00063991	0.00075883	0.00002296
可视性	1	0	0	0.00016118	0.00000189	0.00002296
器	1	0	0	0.00016118	0.00000189	0.00002296
利率	1	0	0	0.00016118	0.00000189	0.00002296
着	1	1	1	0.00016118	0.00019113	0.00231928
破案	1	0	0	0.00016118	0.00000189	0.00002296
风险	0	4	0	0.00000160	0.00075883	0.00002296
营造	1	0	0	0.00016118	0.00000189	0.00002296
孤儿股	1	0	0	0.00016118	0.00000189	0.00002296
有人	0	2	0	0.00000160	0.00038036	0.00002296
发布	4	0	0	0.00063991	0.00000189	0.00002296
当年	1	2	0	0.00016118	0.00038036	0.00002296
测量	0	3	0	0.00000160	0.00056959	0.00002296
超过	1	1	0	0.00016118	0.00019113	0.00002296
发生	3	2	0	0.00048033	0.00038036	0.00002296
比较	1	1	0	0.00016118	0.00019113	0.00002296
策略	0	1	0	0.00000160	0.00019113	0.00002296
管理	3	0	0	0.00048033	0.00000189	0.00002296
CPU	2	5	1	0.00032075	0.00094806	0.00231928
看	7	6	0	0.00111865	0.00113729	0.00002296
人事	0	0	1	0.00000160	0.00000189	0.00231928
实践	1	0	0	0.00016118	0.00000189	0.00002296
业主	4	0	0	0.00063991	0.00000189	0.00002296
四	2	1	0	0.00032075	0.00019113	0.00002296
智能	2	0	0	0.00032075	0.00000189	0.00002296
公关	0	0	1	0.00000160	0.00000189	0.00231928
回	1	2	0	0.00016118	0.00038036	0.00002296
汽车	2	3	0	0.00032075	0.00056959	0.00002296
007	0	2	0	0.00000160	0.00038036	0.00002296
信息化	1	0	0	0.00016118	0.00000189	0.00002296
编制	1	0	0	0.00016118	0.00000189	0.00002296
或许	1	0	0	0.00016118	0.00000189	0.00002296
液晶	2	0	0	0.00032075	0.00000189	0.00002296
工作	15	5	0	0.00239528	0.00094806	0.00002296
电话簿	1	0	0	0.00016118	0.00000189	0.00002296
固定资产	0	1	0	0.00000160	0.00019113	0.00002296
键盘	1	0	0	0.00016118	0.00000189	0.00002296
份额	0	1	0	0.00000160	0.00019113	0.00002296
国	7	3	0	0.00111865	0.00056959	0.00002296
图	0	2	0	0.00000160	0.00038036	0.00002296
爱情	1	0	0	0.00016118	0.00000189	0.00002296
简繁体汉字	1	0	0	0.00016118	0.00000189	0.00002296
互换	0	1	1	0.00000160	0.00019113	0.00231928
Photoshop	1	0	0	0.00016118	0.00000189	0.00002296
随波逐流	1	0	0	0.00016118	0.00000189	0.00002296
开始	10	6	0	0.00159739	0.00113729	0.00002296
弊端	0	1	0	0.00000160	0.00019113	0.00002296
39.44%	1	0	0	0.00016118	0.00000189	0.00002296
因	2	3	0	0.00032075	0.00056959	0.00002296
猜想	0	1	0	0.00000160	0.00019113	0.00002296
背景	1	0	0	0.00016118	0.00000189	0.00002296
应用	6	1	0	0.00095907	0.00019113	0.00002296
单独	1	0	0	0.00016118	0.00000189	0.00002296
纷纷	0	1	0	0.00000160	0.00019113	0.00002296
多数	0	1	0	0.00000160	0.00019113	0.00002296
特别	2	1	0	0.00032075	0.00019113	0.00002296
政府	0	1	0	0.00000160	0.00019113	0.00002296
仔细	1	1	0	0.00016118	0.00019113	0.00002296
短	1	2	0	0.00016118	0.00038036	0.00002296
显示器	5	0	0	0.00079949	0.00000189	0.00002296
开通	0	0	1	0.00000160	0.00000189	0.00231928
入住	3	0	0	0.00048033	0.00000189	0.00002296
知	2	1	0	0.00032075	0.00019113	0.00002296
记者	6	6	1	0.00095907	0.00113729	0.00231928
邮箱	0	2	0	0.00000160	0.00038036	0.00002296
有趣	1	0	0	0.00016118	0.00000189	0.00002296
按	0	2	0	0.00000160	0.00038036	0.00002296
通用	2	1	0	0.00032075	0.00019113	0.00002296
多半	0	1	0	0.00000160	0.00019113	0.00002296
功夫	0	0	1	0.00000160	0.00000189	0.00231928
将来	0	0	1	0.00000160	0.00000189	0.00231928
公园	2	0	0	0.00032075	0.00000189	0.00002296
成员	0	1	0	0.00000160	0.00019113	0.00002296
意义	2	0	0	0.00032075	0.00000189	0.00002296
12点	0	1	0	0.00000160	0.00019113	0.00002296
否则	0	1	0	0.00000160	0.00019113	0.00002296
正规	1	1	1	0.00016118	0.00019113	0.00231928
敏感	1	0	0	0.00016118	0.00000189	0.00002296
依赖	0	4	0	0.00000160	0.00075883	0.00002296
水景	2	0	0	0.00032075	0.00000189	0.00002296
强调	3	0	0	0.00048033	0.00000189	0.00002296
对外	4	0	0	0.00063991	0.00000189	0.00002296
相关	1	1	1	0.00016118	0.00019113	0.00231928
块	1	0	0	0.00016118	0.00000189	0.00002296
光顾	0	1	0	0.00000160	0.00019113	0.00002296
供应	0	1	0	0.00000160	0.00019113	0.00002296
话	1	1	0	0.00016118	0.00019113	0.00002296
实行	0	0	1	0.00000160	0.00000189	0.00231928
16日	1	0	0	0.00016118	0.00000189	0.00002296
微软	5	3	0	0.00079949	0.00056959	0.00002296
明确	2	1	1	0.00032075	0.00019113	0.00231928
词	1	0	0	0.00016118	0.00000189	0.00002296
在线	2	3	0	0.00032075	0.00056959	0.00002296
住上	1	0	0	0.00016118	0.00000189	0.00002296
读	1	0	0	0.00016118	0.00000189	0.00002296
扫描	2	0	0	0.00032075	0.00000189	0.00002296
在业	0	1	0	0.00000160	0.00019113	0.00002296
说	12	7	0	0.00191655	0.00132653	0.00002296
引用	0	1	0	0.00000160	0.00019113	0.00002296
请	3	0	0	0.00048033	0.00000189	0.00002296
指导性	1	0	0	0.00016118	0.00000189	0.00002296
另外	2	2	0	0.00032075	0.00038036	0.00002296
制作	3	0	0	0.00048033	0.00000189	0.00002296
大大提高	0	0	1	0.00000160	0.00000189	0.00231928
加之	1	0	0	0.00016118	0.00000189	0.00002296
通过	11	12	0	0.00175697	0.00227269	0.00002296
该	3	5	0	0.00048033	0.00094806	0.00002296
还有	1	2	0	0.00016118	0.00038036	0.00002296
华纳	0	1	0	0.00000160	0.00019113	0.00002296
超级	0	1	0	0.00000160	0.00019113	0.00002296
缺乏	1	1	0	0.00016118	0.00019113	0.00002296
收盘	3	0	0	0.00048033	0.00000189	0.00002296
之际	0	0	1	0.00000160	0.00000189	0.00231928
以销定产	0	1	0	0.00000160	0.00019113	0.00002296
批量	0	2	1	0.00000160	0.00038036	0.00231928
场	2	0	1	0.00032075	0.00000189	0.00231928
回顾	0	1	0	0.00000160	0.00019113	0.00002296
革命性	1	0	0	0.00016118	0.00000189	0.00002296
sys	0	3	0	0.00000160	0.00056959	0.00002296
地	10	9	0	0.00159739	0.00170499	0.00002296
两三	1	0	0	0.00016118	0.00000189	0.00002296
25％	0	1	0	0.00000160	0.00019113	0.00002296
途径	2	1	0	0.00032075	0.00019113	0.00002296
行业	1	2	0	0.00016118	0.00038036	0.00002296
在	63	66	0	0.01005509	0.01249130	0.00002296
关于	2	4	0	0.00032075	0.00075883	0.00002296
市场化	0	4	0	0.00000160	0.00075883	0.00002296
列入	1	0	0	0.00016118	0.00000189	0.00002296
利息	0	1	0	0.00000160	0.00019113	0.00002296
含超	1	0	0	0.00016118	0.00000189	0.00002296
让	14	8	0	0.00223570	0.00151576	0.00002296
高密度	1	0	0	0.00016118	0.00000189	0.00002296
意愿	1	0	0	0.00016118	0.00000189	0.00002296
计	0	0	1	0.00000160	0.00000189	0.00231928
工具	3	0	0	0.00048033	0.00000189	0.00002296
埋	0	2	0	0.00000160	0.00038036	0.00002296
正版	3	3	1	0.00048033	0.00056959	0.00231928
依靠	1	0	0	0.00016118	0.00000189	0.00002296
街	1	0	0	0.00016118	0.00000189	0.00002296
樊文建	1	1	0	0.00016118	0.00019113	0.00002296
回家	2	0	0	0.00032075	0.00000189	0.00002296
Softband	0	0	1	0.00000160	0.00000189	0.00231928
台阶	1	0	0	0.00016118	0.00000189	0.00002296
窗口	0	2	0	0.00000160	0.00038036	0.00002296
科技司	1	0	0	0.00016118	0.00000189	0.00002296
盲文	4	0	0	0.00063991	0.00000189	0.00002296
这种	5	2	0	0.00079949	0.00038036	0.00002296
自我	1	0	0	0.00016118	0.00000189	0.00002296
三洋	1	0	0	0.00016118	0.00000189	0.00002296
18日	2	1	0	0.00032075	0.00019113	0.00002296
不会	1	0	0	0.00016118	0.00000189	0.00002296
国家	5	3	1	0.00079949	0.00056959	0.00231928
恶性	0	2	0	0.00000160	0.00038036	0.00002296
毫不	1	0	0	0.00016118	0.00000189	0.00002296
风气	1	0	0	0.00016118	0.00000189	0.00002296
型	0	0	1	0.00000160	0.00000189	0.00231928
电视	6	0	0	0.00095907	0.00000189	0.00002296
中央人民广播电台	1	0	0	0.00016118	0.00000189	0.00002296
先生	2	1	0	0.00032075	0.00019113	0.00002296
最近	2	0	0	0.00032075	0.00000189	0.00002296
黑客	2	1	0	0.00032075	0.00019113	0.00002296
昨天	1	0	1	0.00016118	0.00000189	0.00231928
可听性	1	0	0	0.00016118	0.00000189	0.00002296
节目	0	1	0	0.00000160	0.00019113	0.00002296
年初	3	0	0	0.00048033	0.00000189	0.00002296
出于	0	0	1	0.00000160	0.00000189	0.00231928
分辨率	0	1	0	0.00000160	0.00019113	0.00002296
心情	1	0	0	0.00016118	0.00000189	0.00002296
微乎其微	0	1	0	0.00000160	0.00019113	0.00002296
公布	0	2	0	0.00000160	0.00038036	0.00002296
思想性	1	0	0	0.00016118	0.00000189	0.00002296
计划	4	1	1	0.00063991	0.00019113	0.00231928
手指头	1	0	0	0.00016118	0.00000189	0.00002296
然后	1	1	0	0.00016118	0.00019113	0.00002296
周围	1	0	0	0.00016118	0.00000189	0.00002296
汉字文章	1	0	0	0.00016118	0.00000189	0.00002296
赚钱	1	1	0	0.00016118	0.00019113	0.00002296
型号	1	0	0	0.00016118	0.00000189	0.00002296
证明	0	1	0	0.00000160	0.00019113	0.00002296
观点	1	0	0	0.00016118	0.00000189	0.00002296
还是	0	4	0	0.00000160	0.00075883	0.00002296
中央电视台	2	0	0	0.00032075	0.00000189	0.00002296
首席	0	1	0	0.00000160	0.00019113	0.00002296
据实	1	0	0	0.00016118	0.00000189	0.00002296
内核	1	0	0	0.00016118	0.00000189	0.00002296
选择	2	3	0	0.00032075	0.00056959	0.00002296
On2	1	3	0	0.00016118	0.00056959	0.00002296
电子邮件发送	0	1	0	0.00000160	0.00019113	0.00002296
最终	2	1	0	0.00032075	0.00019113	0.00002296
来到	2	0	0	0.00032075	0.00000189	0.00002296
系统	10	1	0	0.00159739	0.00019113	0.00002296
装	0	0	1	0.00000160	0.00000189	0.00231928
天下	2	0	1	0.00032075	0.00000189	0.00231928
照搬	0	1	0	0.00000160	0.00019113	0.00002296
界	0	2	0	0.00000160	0.00038036	0.00002296
什么	2	3	1	0.00032075	0.00056959	0.00231928
机能够	1	0	0	0.00016118	0.00000189	0.00002296
呢	3	2	0	0.00048033	0.00038036	0.00002296
短期	0	1	0	0.00000160	0.00019113	0.00002296
交易日	1	0	0	0.00016118	0.00000189	0.00002296
txt	0	1	0	0.00000160	0.00019113	0.00002296
台湾	1	1	0	0.00016118	0.00019113	0.00002296
保修	1	0	0	0.00016118	0.00000189	0.00002296
无缘无故	0	1	0	0.00000160	0.00019113	0.00002296
人民大会堂	1	0	0	0.00016118	0.00000189	0.00002296
向	10	9	1	0.00159739	0.00170499	0.00231928
对方	0	3	0	0.00000160	0.00056959	0.00002296
短信息	1	0	0	0.00016118	0.00000189	0.00002296
坚持	2	1	0	0.00032075	0.00019113	0.00002296
保卫	0	1	0	0.00000160	0.00019113	0.00002296
同	1	0	0	0.00016118	0.00000189	0.00002296
名	2	6	0	0.00032075	0.00113729	0.00002296
后	6	11	0	0.00095907	0.00208346	0.00002296
各	1	0	0	0.00016118	0.00000189	0.00002296
吹	0	1	0	0.00000160	0.00019113	0.00002296
恰恰	1	0	0	0.00016118	0.00000189	0.00002296
我中有你	1	0	0	0.00016118	0.00000189	0.00002296
状况	2	0	0	0.00032075	0.00000189	0.00002296
投票	0	1	0	0.00000160	0.00019113	0.00002296
-DVD	0	1	0	0.00000160	0.00019113	0.00002296
含	3	0	0	0.00048033	0.00000189	0.00002296
数字	9	1	0	0.00143781	0.00019113	0.00002296
实时	1	0	0	0.00016118	0.00000189	0.00002296
ＷＩＮＤＯＷＳ２０００	0	1	0	0.00000160	0.00019113	0.00002296
转化	0	1	0	0.00000160	0.00019113	0.00002296
心眼	1	0	0	0.00016118	0.00000189	0.00002296
体会	1	0	0	0.00016118	0.00000189	0.00002296
因此	2	1	0	0.00032075	0.00019113	0.00002296
吧	0	2	0	0.00000160	0.00038036	0.00002296
被	7	9	0	0.00111865	0.00170499	0.00002296
蓝光	1	15	0	0.00016118	0.00284039	0.00002296
先后	2	0	0	0.00032075	0.00000189	0.00002296
申	1	0	0	0.00016118	0.00000189	0.00002296
个性	1	0	0	0.00016118	0.00000189	0.00002296
改版	0	0	1	0.00000160	0.00000189	0.00231928
消费	0	6	0	0.00000160	0.00113729	0.00002296
比如	0	4	0	0.00000160	0.00075883	0.00002296
哉	0	1	0	0.00000160	0.00019113	0.00002296
以免	0	1	0	0.00000160	0.00019113	0.00002296
深	1	0	0	0.00016118	0.00000189	0.00002296
稀缺	0	1	0	0.00000160	0.00019113	0.00002296
原则	0	1	0	0.00000160	0.00019113	0.00002296
至今	1	0	0	0.00016118	0.00000189	0.00002296
技术	30	18	0	0.00478897	0.00340809	0.00002296
演职人员	1	0	0	0.00016118	0.00000189	0.00002296
表明	0	1	0	0.00000160	0.00019113	0.00002296
处理	4	2	0	0.00063991	0.00038036	0.00002296
出来	0	1	0	0.00000160	0.00019113	0.00002296
GDP	2	0	0	0.00032075	0.00000189	0.00002296
保养	1	0	0	0.00016118	0.00000189	0.00002296
无法	0	3	0	0.00000160	0.00056959	0.00002296
开工	1	0	0	0.00016118	0.00000189	0.00002296
擂台	0	0	1	0.00000160	0.00000189	0.00231928
症	0	2	0	0.00000160	0.00038036	0.00002296
提醒	1	2	1	0.00016118	0.00038036	0.00231928
钱	1	2	0	0.00016118	0.00038036	0.00002296
Kester	1	0	0	0.00016118	0.00000189	0.00002296
指令	2	0	1	0.00032075	0.00000189	0.00231928
所在	0	1	0	0.00000160	0.00019113	0.00002296
团队	1	0	0	0.00016118	0.00000189	0.00002296
热情	2	0	0	0.00032075	0.00000189	0.00002296
和	70	46	0	0.01117214	0.00870663	0.00002296
斯诺克斯	1	0	0	0.00016118	0.00000189	0.00002296
限制	0	2	0	0.00000160	0.00038036	0.00002296
方法	3	2	1	0.00048033	0.00038036	0.00231928
补丁	0	1	0	0.00000160	0.00019113	0.00002296
传统	3	2	0	0.00048033	0.00038036	0.00002296
疑	0	2	0	0.00000160	0.00038036	0.00002296
开播	1	0	0	0.00016118	0.00000189	0.00002296
不遗余力	0	1	0	0.00000160	0.00019113	0.00002296
破坏性	0	2	0	0.00000160	0.00038036	0.00002296
区别	2	0	0	0.00032075	0.00000189	0.00002296
主题	2	1	0	0.00032075	0.00019113	0.00002296
到来	0	1	0	0.00000160	0.00019113	0.00002296
花样	1	0	0	0.00016118	0.00000189	0.00002296
本土	0	1	0	0.00000160	0.00019113	0.00002296
当前	0	1	0	0.00000160	0.00019113	0.00002296
88.56%	1	0	0	0.00016118	0.00000189	0.00002296
经理	1	0	0	0.00016118	0.00000189	0.00002296
容易	1	2	0	0.00016118	0.00038036	0.00002296
62%	1	0	0	0.00016118	0.00000189	0.00002296
新科	4	3	0	0.00063991	0.00056959	0.00002296
电脑	5	8	1	0.00079949	0.00151576	0.00231928
金正	1	0	0	0.00016118	0.00000189	0.00002296
自由	4	0	0	0.00063991	0.00000189	0.00002296
光纤网络	1	0	0	0.00016118	0.00000189	0.00002296
扮演	1	0	0	0.00016118	0.00000189	0.00002296
商	1	4	0	0.00016118	0.00075883	0.00002296
它们	0	2	0	0.00000160	0.00038036	0.00002296
览	0	1	0	0.00000160	0.00019113	0.00002296
按照	2	5	1	0.00032075	0.00094806	0.00231928
中等	0	1	0	0.00000160	0.00019113	0.00002296
phone	1	0	0	0.00016118	0.00000189	0.00002296
见	1	1	0	0.00016118	0.00019113	0.00002296
假如	1	0	0	0.00016118	0.00000189	0.00002296
14	1	0	0	0.00016118	0.00000189	0.00002296
面	0	1	0	0.00000160	0.00019113	0.00002296
各抒己见	1	0	0	0.00016118	0.00000189	0.00002296
并拢	1	1	0	0.00016118	0.00019113	0.00002296
发展史	1	0	0	0.00016118	0.00000189	0.00002296
中文	1	0	0	0.00016118	0.00000189	0.00002296
一部分	0	2	0	0.00000160	0.00038036	0.00002296
小市民	1	0	0	0.00016118	0.00000189	0.00002296
人满为患	1	0	0	0.00016118	0.00000189	0.00002296
一瞬间	1	0	0	0.00016118	0.00000189	0.00002296
技术体系	2	0	0	0.00032075	0.00000189	0.00002296
感情用事	1	0	0	0.00016118	0.00000189	0.00002296
监督	0	1	0	0.00000160	0.00019113	0.00002296
房价	0	4	0	0.00000160	0.00075883	0.00002296
大型	0	1	0	0.00000160	0.00019113	0.00002296
要	12	12	0	0.00191655	0.00227269	0.00002296
生意	1	0	0	0.00016118	0.00000189	0.00002296
专卖店	1	0	0	0.00016118	0.00000189	0.00002296
售	1	0	0	0.00016118	0.00000189	0.00002296
唯	1	0	0	0.00016118	0.00000189	0.00002296
打折扣	0	1	0	0.00000160	0.00019113	0.00002296
折旧	1	0	0	0.00016118	0.00000189	0.00002296
分析	0	1	0	0.00000160	0.00019113	0.00002296
翻译转换	1	0	0	0.00016118	0.00000189	0.00002296
网络	9	12	0	0.00143781	0.00227269	0.00002296
其它	0	1	0	0.00000160	0.00019113	0.00002296
立法	0	1	0	0.00000160	0.00019113	0.00002296
规划	1	0	0	0.00016118	0.00000189	0.00002296
环抱	1	0	0	0.00016118	0.00000189	0.00002296
正好	0	1	0	0.00000160	0.00019113	0.00002296
警界	0	1	1	0.00000160	0.00019113	0.00231928
相当	0	2	0	0.00000160	0.00038036	0.00002296
得心应手	1	0	0	0.00016118	0.00000189	0.00002296
21日	0	0	1	0.00000160	0.00000189	0.00231928
31日	0	1	0	0.00000160	0.00019113	0.00002296
手指	0	2	1	0.00000160	0.00038036	0.00231928
时候	3	1	0	0.00048033	0.00019113	0.00002296
因为	5	5	0	0.00079949	0.00094806	0.00002296
意志	1	0	0	0.00016118	0.00000189	0.00002296
一样	3	4	0	0.00048033	0.00075883	0.00002296
有意思	1	0	0	0.00016118	0.00000189	0.00002296
喝	0	0	1	0.00000160	0.00000189	0.00231928
空气	1	4	0	0.00016118	0.00075883	0.00002296
决定	2	1	0	0.00032075	0.00019113	0.00002296
已经	2	13	0	0.00032075	0.00246193	0.00002296
列举	0	1	0	0.00000160	0.00019113	0.00002296
平方米	1	0	0	0.00016118	0.00000189	0.00002296
为什么	1	3	0	0.00016118	0.00056959	0.00002296
知道	1	1	0	0.00016118	0.00019113	0.00002296
一去不复返	1	0	0	0.00016118	0.00000189	0.00002296
拍卖	0	3	0	0.00000160	0.00056959	0.00002296
实际上	2	0	0	0.00032075	0.00000189	0.00002296
折扣	1	2	0	0.00016118	0.00038036	0.00002296
诞生	0	0	1	0.00000160	0.00000189	0.00231928
focus	1	0	0	0.00016118	0.00000189	0.00002296
局限	1	0	0	0.00016118	0.00000189	0.00002296
基于	3	0	0	0.00048033	0.00000189	0.00002296
播放器	1	0	0	0.00016118	0.00000189	0.00002296
通话	2	2	0	0.00032075	0.00038036	0.00002296
红色	0	1	0	0.00000160	0.00019113	0.00002296
20％	0	1	0	0.00000160	0.00019113	0.00002296
不得	0	0	1	0.00000160	0.00000189	0.00231928
照片	1	0	0	0.00016118	0.00000189	0.00002296
外表	1	0	0	0.00016118	0.00000189	0.00002296
上述	0	2	0	0.00000160	0.00038036	0.00002296
11:16	1	0	0	0.00016118	0.00000189	0.00002296
表露	1	0	0	0.00016118	0.00000189	0.00002296
建设	3	0	0	0.00048033	0.00000189	0.00002296
硬盘	0	2	0	0.00000160	0.00038036	0.00002296
国外	0	3	0	0.00000160	0.00056959	0.00002296
IE	1	0	0	0.00016118	0.00000189	0.00002296
垄断	0	1	0	0.00000160	0.00019113	0.00002296
紧锣密鼓	1	0	0	0.00016118	0.00000189	0.00002296
完美	1	0	0	0.00016118	0.00000189	0.00002296
商家	1	3	0	0.00016118	0.00056959	0.00002296
以及	3	5	0	0.00048033	0.00094806	0.00002296
蓬勃	1	0	0	0.00016118	0.00000189	0.00002296
地处	1	0	0	0.00016118	0.00000189	0.00002296
始终	1	2	0	0.00016118	0.00038036	0.00002296
由此	0	1	0	0.00000160	0.00019113	0.00002296
获得	3	2	0	0.00048033	0.00038036	0.00002296
完备	0	1	0	0.00000160	0.00019113	0.00002296
发动	1	0	0	0.00016118	0.00000189	0.00002296
樊	1	0	0	0.00016118	0.00000189	0.00002296
从业者	1	0	0	0.00016118	0.00000189	0.00002296
原来	1	0	0	0.00016118	0.00000189	0.00002296
收到	0	1	0	0.00000160	0.00019113	0.00002296
十年	0	1	0	0.00000160	0.00019113	0.00002296
真	1	0	0	0.00016118	0.00000189	0.00002296
利用	4	3	0	0.00063991	0.00056959	0.00002296
主要	3	4	0	0.00048033	0.00075883	0.00002296
CNN	1	0	0	0.00016118	0.00000189	0.00002296
用于	3	1	0	0.00048033	0.00019113	0.00002296
审视	0	1	0	0.00000160	0.00019113	0.00002296
赌注	0	1	0	0.00000160	0.00019113	0.00002296
刘云山	1	0	0	0.00016118	0.00000189	0.00002296
起义	1	0	0	0.00016118	0.00000189	0.00002296
购房	2	1	0	0.00032075	0.00019113	0.00002296
委员会	2	0	0	0.00032075	0.00000189	0.00002296
而且	1	5	0	0.00016118	0.00094806	0.00002296
键盘技术	1	0	0	0.00016118	0.00000189	0.00002296
认为	9	5	0	0.00143781	0.00094806	0.00002296
十五	0	0	1	0.00000160	0.00000189	0.00231928
1999年	0	1	0	0.00000160	0.00019113	0.00002296
顺利	1	0	0	0.00016118	0.00000189	0.00002296
扩建	1	0	0	0.00016118	0.00000189	0.00002296
